pincode,City,DistrictsName,State
416219,Murgud,Kolhapur,Maharashtra
422004,Nashik,Nashik,Maharashtra
425521,Jalgaon,Jalgaon,Maharashtra
431139,Aurangabad,Aurangabad,Maharashtra
431517,Ambejogai,Beed,Maharashtra
452004,Indore,Indore,Madhya Pradesh
470117,Sagar,Sagar,Madhya Pradesh
473110,Guna,Guna,Madhya Pradesh
480105,Mohgaon,Chhindwara,Madhya Pradesh
483773,Jabalpur,Jabalpur,Madhya Pradesh
504301,Adilabad,Adilabad,Andhra Pradesh
508244,Nalgonda,Nalgonda,Andhra Pradesh
516431,Cuddapah,Cuddapah,Andhra Pradesh
517112,Chittoor,Chittoor,Andhra Pradesh
517422,Chittoor,Chittoor,Andhra Pradesh
518122,Kurnool,Kurnool,Andhra Pradesh
521202,Krishna,Krishna,Andhra Pradesh
522260,Guntur,Guntur,Andhra Pradesh
530007,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh
532408,Srikakulam,Srikakulam,Andhra Pradesh
560001,Bangalore,Bangalore,Karnataka
560068,Bommanahalli,Bangalore,Karnataka
562105,Sidlaghatta,Kolar,Karnataka
576135,Mangalore,Dak. Kannada,Karnataka
576252,Mangalore,Dak. Kannada,Karnataka
577229,Shimoga,Shimoga,Karnataka
581201,Dharwar,Dharwar,Karnataka
581364,Karwar,Uttar Kannada,Karnataka
581440,Karwar,Uttar Kannada,Karnataka
581441,Karwar,Uttar Kannada,Karnataka
583267,Bellary,Bellary,Karnataka
584201,Raichur,Raichur,Karnataka
585215,Shorapur,Gulbarga,Karnataka
587116,Bilgi,Bijapur,Karnataka
591135,Belgaum,Belgaum,Karnataka
609804,Thanjavur,Thanjavur,Tamil Nadu
614016,Thanjavur,Thanjavur,Tamil Nadu
614024,Thanjavur,Thanjavur,Tamil Nadu
614637,Thanjavur,Thanjavur,Tamil Nadu
621701,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
623526,Rameswaram,Ramanathapuram,Tamil Nadu
623566,Ramanathapuram,Ramanathapuram,Tamil Nadu
628656,Tirunelveli,Tirunelveli,Tamil Nadu
636401,Salem,Salem,Tamil Nadu
637212,Salem,Salem,Tamil Nadu
670346,Cannanore (Kannur),Kannur,Kerala
670649,Cannanore (Kannur),Kannur,Kerala
673613,Kozhikode,Kozhikode,Kerala
678531,Thrissur,Thrissur,Kerala
683545,Ernakulam,Ernakulam,Kerala
686141,Vaikom,Kottayam,Kerala
686527,Kottayam,Kottayam,Kerala
686597,Kottayam,Kottayam,Kerala
686696,Ernakulam,Ernakulam,Kerala
691590,Kollam,Kollam,Kerala
721256,Medinipur,Midnapur,West Bengal
722148,Bankura,Bankura,West Bengal
743425,Alipore,North 24 Parganas,West Bengal
756143,Baleshwar,Baleshwar,Orissa
758079,Kendujhar,Kendujhar,Orissa
766029,Kalahandi,Kalahandi,Orissa
769004,Sundargarh,Sundargarh,Orissa
769043,Jalda,Sundargarh,Orissa
781007,Guwahati,Kamrup,Assam
782130,Nagaon,Nagaon,Assam
782402,Guwahati,Kamrup,Assam
782410,Nagaon,Nagaon,Assam
783390,Bijni,Bongaigaon,Assam
784118,Tezpur,Sonitpur,Assam
787058,North Lakhimpur,Lakhimpur,Assam
788123,Silchar,Chacher,Assam
788165,Silchar,Chacher,Assam
788808,Silchar,Chacher,Assam
793113,Shillong,East Khasi Hills,Meghalaya
795140,Imphal,Imphal,Manipur
799211,Agartala,West Tripura,Tripura
802136,Arrah,Bhojpur,Bihar
805103,Nawada,Nawada,Bihar
828117,Dhanbad,Dhanbad,Jharkhand
829110,Hazaribagh,Hazaribagh,Jharkhand
829143,Hazaribagh,Hazaribagh,Jharkhand
843161,Muzaffarpur,Muzaffarpur,Bihar
843348,Sitamarhi,Sitamarhi,Bihar
845310,Betia,West Champaran,Bihar
847110,Darbhanga,Darbhanga,Bihar
848211,Samastipur,Samastipur,Bihar
854301,Purnia,Purnia,Bihar
123305,Rewari,Rewari,Haryana
124122,Rohtak,Rohtak,Haryana
143103,Amritsar,Amritsar,Punjab
145029,Gurdaspur,Gurdaspur,Punjab
146103,Hoshiarpur,Hoshiarpur,Punjab
148102,Bhadaur,Sangrur,Punjab
176033,Dharamasala,Kangra,Himachal Pradesh
177035,Hamirpur,Hamirpur,Himachal Pradesh
185212,Rajouri,Rajouri,Jammu & Kashmir
206252,Etwah,Etwah,Uttar Pradesh
221110,Varanasi,Varanasi,Uttar Pradesh
224216,Faizabad,Faizabad,Uttar Pradesh
227116,Lucknow,Lucknow,Uttar Pradesh
262561,Pithoragarh,Pithoragarh,Uttaranchal
276403,Azamgarh,Azamgarh,Uttar Pradesh
284002,Jhansi,Jhansi,Uttar Pradesh
306027,Pali,Pali,Rajasthan
311013,Bhilwara,Bhilwara,Rajasthan
322224,Swaimadhopur,Swaimadhopur,Rajasthan
331028,JhunJhunu,JhunJhunu,Rajasthan
341523,Nagaur,Nagaur,Rajasthan
341530,Nagaur,Nagaur,Rajasthan
342026,Jodhpur,Jodhpur,Rajasthan
360311,Rajkot,Rajkot,Gujarat
382865,Mahesana,Mahesana,Gujarat
384274,Mahesana,Mahesana,Gujarat
385012,Palanpur,Banaskantha,Gujarat
387113,Nadiad,Kheda,Gujarat
396340,Navsari,Navsari,Gujarat
396452,Navsari,Navsari,Gujarat
400047,Mumbai,Mumbai,Maharashtra
410501,Chakan,Pune,Maharashtra
412214,Pune,Pune,Maharashtra
412405,Pune,Pune,Maharashtra
413212,Sholapur,Sholapur,Maharashtra
415201,Ratnagiri,Ratnagiri,Maharashtra
425125,Jalgaon,Jalgaon,Maharashtra
441107,Savner,Nagpur,Maharashtra
442102,Wardha,Wardha,Maharashtra
442401,Chandrapur,Chandrapur,Maharashtra
443103,Buldhana,Buldhana,Maharashtra
452006,Indore,Indore,Madhya Pradesh
457551,Ratlam,Ratlam,Madhya Pradesh
464551,Raisen,Raisen,Madhya Pradesh
465418,Shajapur,Shajapur,Madhya Pradesh
475671,Datia,Datia,Madhya Pradesh
485881,Rewa,Rewa,Madhya Pradesh
491113,Durg,Durg,Chhattisgarh
491228,Durg,Durg,Chhattisgarh
493101,Simga,Korba,Chhattisgarh
493889,Raipur,Raipur,Chhattisgarh
501157,Ranga Reddy,Ranga Reddy,Andhra Pradesh
502311,Medak,Medak,Andhra Pradesh
505451,Karimnagar,Karimnagar,Andhra Pradesh
508113,Nalgonda,Nalgonda,Andhra Pradesh
509225,Mahboobnagar,Mahboobnagar,Andhra Pradesh
515455,Anantapur,Anantapur,Andhra Pradesh
515541,Anantapur,Anantapur,Andhra Pradesh
516001,Cuddapah,Cuddapah,Andhra Pradesh
516501,Cuddapah,Cuddapah,Andhra Pradesh
523183,Prakasam,Prakasam,Andhra Pradesh
576211,Mangalore,Dak. Kannada,Karnataka
576237,Mangalore,Dak. Kannada,Karnataka
577437,Chitradurga,Chitradurga,Karnataka
577580,Chitradurga,Chitradurga,Karnataka
584140,Raichur,Raichur,Karnataka
591148,Belgaum,Belgaum,Karnataka
591212,Belgaum,Belgaum,Karnataka
604304,Vellore,Vellore,Tamil Nadu
609115,Thanjavur,Thanjavur,Tamil Nadu
609118,Thanjavur,Thanjavur,Tamil Nadu
613206,Thanjavur,Thanjavur,Tamil Nadu
623545,Ramanathapuram,Ramanathapuram,Tamil Nadu
624610,Dindigul,Dindigul,Tamil Nadu
626179,Virudhunagar,Virudhunagar,Tamil Nadu
627815,Tirunelveli,Tirunelveli,Tamil Nadu
632051,Vellore,Vellore,Tamil Nadu
632510,Vellore,Vellore,Tamil Nadu
636141,Salem,Salem,Tamil Nadu
637017,Salem,Salem,Tamil Nadu
637213,Salem,Salem,Tamil Nadu
639120,Madurai,Madurai,Tamil Nadu
643051,Uthagamandalam,The Nilgiri,Tamil Nadu
676108,Malapuram,Malapuram,Kerala
676123,Malapuram,Malapuram,Kerala
678012,Thrissur,Thrissur,Kerala
680303,Thrissur,Thrissur,Kerala
682030,Ernakulam,Ernakulam,Kerala
686668,Ernakulam,Ernakulam,Kerala
695314,Trivandrum,Trivandrum,Kerala
700008,Kolkata,Calcutta,West Bengal
711416,Howrah,Howrah,West Bengal
713428,Bardhaman,Bardhaman,West Bengal
721159,Medinipur,Midnapur,West Bengal
721665,Medinipur,Midnapur,West Bengal
735213,Jalpaiguri,Jalpaiguri,West Bengal
735222,Jalpaiguri,Jalpaiguri,West Bengal
742124,Debipur,Murshidabad,West Bengal
755046,Kordha,Kordha,Orissa
765022,Gunupur,Rayagada,Orissa
768017,Burla,Sambalpur,Orissa
783130,Goalpara,Goalpara,Assam
786159,Dibrugarh,Dibrugarh,Assam
788004,Silchar,Chacher,Assam
802162,Arrah,Bhojpur,Bihar
813231,Bhagalpur,Bhagalpur,Bihar
816129,Sahebganj,Sahebganj,Jharkhand
825108,Giridih,Giridih,Jharkhand
828311,Dhanbad,Dhanbad,Jharkhand
847109,Darbhanga,Darbhanga,Bihar
847124,Darbhanga,Darbhanga,Bihar
847313,Madhubani,Madhubani,Bihar
851225,Khagaria,Khagaria,Bihar
124003,Rohtak,Rohtak,Haryana
124513,Rohtak,Rohtak,Haryana
141001,Ludhiana,Ludhiana,Punjab
143420,Amritsar,Amritsar,Punjab
146109,Hoshiarpur,Hoshiarpur,Punjab
173216,Solan,Solan,Himachal Pradesh
174311,Hamirpur,Hamirpur,Himachal Pradesh
212658,Fatehpur,Fatehpur,Uttar Pradesh
222136,Jaunpur,Jaunpur,Uttar Pradesh
222149,Jaunpur,Jaunpur,Uttar Pradesh
246419,Gopeshwar,Chamoli,Uttaranchal
251319,Sisauli,Muzaffarnagar,Uttar Pradesh
261204,Mathura,Balrampur,Uttar Pradesh
285233,Jalaun,Jalaun,Uttar Pradesh
304807,Tonk,Tonk,Rajasthan
305001,Ajmer,Ajmer,Rajasthan
305817,Ajmer,Ajmer,Rajasthan
313603,Bhinder,Udaipur,Rajasthan
323001,Bundi,Bundi,Rajasthan
370620,Bhuj,Kuchchh,Gujarat
387360,Nadiad,Kheda,Gujarat
388110,Anand,Anand,Gujarat
389352,Godhara,Panchmahal,Gujarat
396415,Navsari,Navsari,Gujarat
400040,Mumbai,Mumbai,Maharashtra
413220,Dudhani,Sholapur,Maharashtra
413244,Sholapur,Sholapur,Maharashtra
416530,Oras,Sindhudurg,Maharashtra
422107,Nashik,Nashik,Maharashtra
423109,Shirdi,Ahmednagar,Maharashtra
423401,Nashik,Nashik,Maharashtra
425119,Jalgaon,Jalgaon,Maharashtra
425504,Jalgaon,Jalgaon,Maharashtra
431103,Kannad,Aurangabad,Maharashtra
431725,Nanded,Nanded,Maharashtra
460665,Betul,Betul,Madhya Pradesh
461223,Seoni Malwa,Hoshangabad,Madhya Pradesh
501525,Ranga Reddy,Ranga Reddy,Andhra Pradesh
504208,Adilabad,Adilabad,Andhra Pradesh
507161,Khammam,Khammam,Andhra Pradesh
509365,Mahboobnagar,Mahboobnagar,Andhra Pradesh
515341,Anantapur,Anantapur,Andhra Pradesh
516108,Cuddapah,Cuddapah,Andhra Pradesh
516132,Cuddapah,Cuddapah,Andhra Pradesh
521456,Krishna,Krishna,Andhra Pradesh
522050,Guntur,Guntur,Andhra Pradesh
522421,Guntur,Guntur,Andhra Pradesh
534129,West Godavari,West Godavari,Andhra Pradesh
560038,Bangalore,Bangalore,Karnataka
571222,Virajpet,Koduru,Karnataka
571240,Arkalgud,Koduru,Karnataka
571427,Mandya,Mandya,Karnataka
574371,Mangalore,Dak. Kannada,Karnataka
575253,Mangalore,Dak. Kannada,Karnataka
581126,Shiggaon,Dharwar,Karnataka
581351,Karwar,Uttar Kannada,Karnataka
584102,Raichur,Raichur,Karnataka
585282,Gulbarga,Gulbarga,Karnataka
585352,Bidar,Bidar,Karnataka
591248,Belgaum,Belgaum,Karnataka
591305,Belgaum,Belgaum,Karnataka
606123,Cuddalore,Cuddalore,Tamil Nadu
608901,Thanjavur,Thanjavur,Tamil Nadu
612109,Thanjavur,Thanjavur,Tamil Nadu
614631,Thanjavur,Thanjavur,Tamil Nadu
621107,Kurumbalur,Tiruchirappalli,Tamil Nadu
622001,Pudukottai,Pudukottai,Tamil Nadu
623710,Ramanathapuram,Ramanathapuram,Tamil Nadu
624010,Dindigul,Dindigul,Tamil Nadu
626145,Virudhunagar,Virudhunagar,Tamil Nadu
626165,Virudhunagar,Virudhunagar,Tamil Nadu
631101,Vellore,Vellore,Tamil Nadu
632527,Chennasamudram,Vellore,Tamil Nadu
635205,Dharmapuri,Dharmapuri,Tamil Nadu
641027,Coimbatore,Coimbatore,Tamil Nadu
643222,Uthagamandalam,The Nilgiri,Tamil Nadu
670332,Cannanore (Kannur),Kannur,Kerala
673648,Malapuram,Malapuram,Kerala
676504,Malapuram,Malapuram,Kerala
679323,Malapuram,Malapuram,Kerala
680661,Thrissur,Thrissur,Kerala
683513,Ernakulam,Ernakulam,Kerala
686014,Kottayam,Kottayam,Kerala
688547,Alappuzha,Alappuzha,Kerala
689514,#N/A,Pathanamthitta,Kerala
689656,Pathanamthitta,Pathanamthitta,Kerala
711321,Howrah,Howrah,West Bengal
711401,Howrah,Howrah,West Bengal
721505,Medinipur,Midnapur,West Bengal
731204,Bolpur,Birbhum,West Bengal
735204,Jalpaiguri,Jalpaiguri,West Bengal
741138,Krishnagar,Nadiad,West Bengal
743337,Barast,South 24 Parganas,West Bengal
743357,Barast,South 24 Parganas,West Bengal
744303,Port Blair,A&N Islands,Andaman Nicobar
752037,Puri,Puri,Orissa
756038,Baleshwar,Baleshwar,Orissa
756141,Baleshwar,Baleshwar,Orissa
757016,Baripara,Mayurbhanj,Orissa
758047,Kendujhar,Kendujhar,Orissa
770029,Sundargarh,Sundargarh,Orissa
781126,Nalbari,Nalbari,Assam
781134,Guwahati,Kamrup,Assam
781329,Barpeta,Barpeta,Assam
790102,Seppa,East Kameng,Arunachal Pradesh
813204,Bhagalpur,Bhagalpur,Bihar
841224,Saran,Saran,Bihar
841431,Saran,Saran,Bihar
843329,Sheohar,Sheohar,Bihar
844517,Hazipur,Vaishali,Bihar
851219,Khagaria,Khagaria,Bihar
132037,Karnal,Karnal,Haryana
132045,Jind,Jind,Haryana
142033,Ludhiana,Ludhiana,Punjab
143532,Fatehgarh Sahib,Fatehgarh Sahib,Punjab
145025,Gurdaspur,Gurdaspur,Punjab
146102,Hoshiarpur,Hoshiarpur,Punjab
173223,Solan,Solan,Himachal Pradesh
174312,Hamirpur,Hamirpur,Himachal Pradesh
175004,Mandi,Mandi,Himachal Pradesh
176029,Dharamasala,Kangra,Himachal Pradesh
177027,Hamirpur,Hamirpur,Himachal Pradesh
177214,Una,Una,Himachal Pradesh
185211,Poonch,Poonch,Jammu & Kashmir
222301,Sultanpur,Sultanpur,Uttar Pradesh
242226,Shahjahanpur,Shahjahanpur,Uttar Pradesh
251203,Muzaffarnagar,Muzaffarnagar,Uttar Pradesh
263652,Almora,Almora,Uttaranchal
271304,Gonda,Gonda,Uttar Pradesh
271806,Bahraich,Bahraich,Uttar Pradesh
271826,Bahraich,Bahraich,Uttar Pradesh
271855,Bahraich,Bahraich,Uttar Pradesh
303120,Jaipur,Jaipur,Rajasthan
304510,Tonk,Tonk,Rajasthan
311011,Bhilwara,Bhilwara,Rajasthan
314033,Dungarpur,Dungarpur,Rajasthan
326033,Aklera,Jhalawar,Rajasthan
333015,JhunJhunu,JhunJhunu,Rajasthan
364730,Bhavnagar,Bhavnagar,Gujarat
370169,Bhuj,Kuchchh,Gujarat
382022,Gandhinagar,Gandhi Nagar,Gujarat
383340,Himatnagar,Sabarkantha,Gujarat
388570,Anand,Anand,Gujarat
391310,Vadodara,Vadodara,Gujarat
400001,Mumbai,Mumbai,Maharashtra
400063,Mumbai,Mumbai,Maharashtra
402122,Alibag,Raigarh,Maharashtra
403516,Calangute,North Goa,Goa
413221,Sholapur,Sholapur,Maharashtra
415528,Satara,Satara,Maharashtra
416011,Kolhapur,Kolhapur,Maharashtra
416607,Oras,Sindhudurg,Maharashtra
422208,Nashik,Nashik,Maharashtra
422610,Ahmednagar,Ahmednagar,Maharashtra
425211,Jalgaon,Jalgaon,Maharashtra
425436,Jalgaon,Jalgaon,Maharashtra
431123,Beed,Beed,Maharashtra
431511,Purna,Parbhani,Maharashtra
441403,Nagpur,Nagpur,Maharashtra
451770,Pansemal,West Nimar,Madhya Pradesh
456661,Ujjain,Ujjain,Madhya Pradesh
471625,Rajnagar,Chhatarpur,Madhya Pradesh
481332,Balaghat,Balaghat,Madhya Pradesh
482056,Jabalpur,Jabalpur,Madhya Pradesh
490026,Durg,Durg,Chhattisgarh
494230,Jagdalpur,Bastar,Chhattisgarh
496551,Raigarh,Raigarh,Chhattisgarh
503192,Nizamabad,Nizamabad,Andhra Pradesh
506012,Warangal,Warangal,Andhra Pradesh
508238,Nalgonda,Nalgonda,Andhra Pradesh
515401,Gooty,Anantapur,Andhra Pradesh
515465,Anantapur,Anantapur,Andhra Pradesh
517148,Chittoor,Chittoor,Andhra Pradesh
522529,Guntur,Guntur,Andhra Pradesh
524230,Nellore,Nellore,Andhra Pradesh
532523,Vizianagaram,Vizianagaram,Andhra Pradesh
560042,Bangalore,Bangalore,Karnataka
571327,Chamarajanagar,Chamarajanagar,Karnataka
572126,Bangalore North,Tumkur,Karnataka
577153,Honnali,Chikamaglur,Karnataka
583218,Bellary,Bellary,Karnataka
585347,Bidar,Bidar,Karnataka
591195,Belgaum,Belgaum,Karnataka
591243,Belgaum,Belgaum,Karnataka
600093,Tiruvallur,Tiruvallur,Tamil Nadu
603314,Tiruvallur,Tiruvallur,Tamil Nadu
609502,Thanjavur,Thanjavur,Tamil Nadu
612901,Thanjavur,Thanjavur,Tamil Nadu
620013,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
621023,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
622213,Pudukottai,Pudukottai,Tamil Nadu
623301,Sivaganga,Sivaganga,Tamil Nadu
625577,Madurai,Madurai,Tamil Nadu
626138,Virudhunagar,Virudhunagar,Tamil Nadu
626539,Madurai,Madurai,Tamil Nadu
631204,Tiruvallur,Tiruvallur,Tamil Nadu
632515,Vellore,Vellore,Tamil Nadu
636808,Salem,Salem,Tamil Nadu
637014,Salem,Salem,Tamil Nadu
670521,#N/A,Kannur,Kerala
673581,Kozhikode,Kozhikode,Kerala
676506,#N/A,Malapuram,Kerala
680512,Thrissur,Thrissur,Kerala
682558,Ernakulam,Ernakulam,Kerala
689676,Pathanamthitta,Pathanamthitta,Kerala
691317,Kollam,Kollam,Kerala
695021,Trivandrum,Trivandrum,Kerala
711103,Howrah,Howrah,West Bengal
713156,Bardhaman,Bardhaman,West Bengal
733103,West Dinajpur,West Dinajpur,West Bengal
737101,Gangtok,East Sikkim,Sikkim
741153,Krishnagar,Nadiad,West Bengal
742101,Berhampore,Murshidabad,West Bengal
754006,Cuttack,Cuttack,Orissa
756084,Baleshwar,Baleshwar,Orissa
758063,Kendujhar,Kendujhar,Orissa
759020,Dhenkanal,Dhenkanal,Orissa
761036,Chatrapur,Ganjam,Orissa
767046,Bolangir,Bolangir,Orissa
781345,Nalbari,Nalbari,Assam
785004,Jorhat,Jorhat,Assam
788007,Silchar,Chacher,Assam
801307,Biharsharif,Nalanda,Bihar
802316,Arrah,Bhojpur,Bihar
804433,Jahanabad,Jahanabad,Bihar
835205,Ranchi,Ranchi,Jharkhand
835242,Gumla,Gumla,Jharkhand
843143,Muzaffarpur,Muzaffarpur,Bihar
847106,Darbhanga,Darbhanga,Bihar
848220,Samastipur,Samastipur,Bihar
852212,Saharsa,Saharsa,Bihar
854103,Katihar,Katihar,Bihar
122211,Gurgaon,Gurgaon,Haryana
123414,Narnaul,Mohindergarh,Haryana
125056,Sirsa,Sirsa,Haryana
132130,Kurukshetra,Kurukshetra,Haryana
133021,Ambala,Ambala,Haryana
143606,Amritsar,Amritsar,Punjab
144528,Hoshiarpur,Hoshiarpur,Punjab
182144,Ramban,Doda,Jammu & Kashmir
182161,Doda,Doda,Jammu & Kashmir
201011,Ghaziabad,Ghaziabad,Uttar Pradesh
202523,Badaun,Badaun,Uttar Pradesh
205302,Mainpuri,Mainpuri,Uttar Pradesh
206126,Ekdil,Etwah,Uttar Pradesh
212665,Fatehpur,Fatehpur,Uttar Pradesh
246401,Gopeshwar,Chamoli,Uttaranchal
248110,Dehradun,Dehradun,Uttaranchal
273165,Gorakhpur,Gorakhpur,Uttar Pradesh
301702,Alwar,Alwar,Rajasthan
321404,Bharatpur,Bharatpur,Rajasthan
321602,Nadbai,Bharatpur,Rajasthan
324003,Kota,Kota,Rajasthan
326039,Jhalawar,Jhalawar,Rajasthan
327030,Banswara,Banswara,Rajasthan
332728,Sikar,Sikar,Rajasthan
362653,Junagadh,Junagadh,Gujarat
363626,Surendranagar,Surendranagar,Gujarat
370411,Bhuj,Kuchchh,Gujarat
382320,Gandhinagar,Gandhi Nagar,Gujarat
382732,Mahesana,Mahesana,Gujarat
384002,Mahesana,Mahesana,Gujarat
384247,Mahesana,Mahesana,Gujarat
384323,Mahesana,Mahesana,Gujarat
384380,Mahesana,Mahesana,Gujarat
388711,Godhara,Panchmahal,Gujarat
391157,Vadodara,Vadodara,Gujarat
394320,Surat,Surat,Gujarat
394378,Surat,Surat,Gujarat
403708,Margao,South Goa,Goa
413606,Osmanabad,Osmanabad,Maharashtra
415405,Oras,Sindhudurg,Maharashtra
423106,Nandgaon,Nashik,Maharashtra
425444,Dhule,Dhule,Maharashtra
440012,Nagpur,Nagpur,Maharashtra
440020,Nagpur,Nagpur,Maharashtra
461427,Hoshangabad,Hoshangabad,Madhya Pradesh
470337,Sagar,Sagar,Madhya Pradesh
470666,Patharia,Damoh,Madhya Pradesh
475684,Datia,Datia,Madhya Pradesh
484336,Shahdol,Shahdol,Madhya Pradesh
493559,Raipur,Raipur,Chhattisgarh
494554,Jagdalpur,Bastar,Chhattisgarh
506344,Warangal,Warangal,Andhra Pradesh
509321,Mahboobnagar,Mahboobnagar,Andhra Pradesh
509432,Mahboobnagar,Mahboobnagar,Andhra Pradesh
516130,Cuddapah,Cuddapah,Andhra Pradesh
517138,Chittoor,Chittoor,Andhra Pradesh
517196,Chittoor,Chittoor,Andhra Pradesh
522655,Guntur,Guntur,Andhra Pradesh
533212,East Godavari,East Godavari,Andhra Pradesh
534166,West Godavari,West Godavari,Andhra Pradesh
573124,Channarayapatna,Chitradurga,Karnataka
581334,Honavar,Uttar Kannada,Karnataka
583269,Bellary,Bellary,Karnataka
585328,Bhalki,Bidar,Karnataka
586237,Bijapur,Bijapur,Karnataka
600011,Chennai,Chennai,Tamil Nadu
600022,Chennai,Chennai,Tamil Nadu
606912,Vellore,Vellore,Tamil Nadu
608602,Cuddalore,Cuddalore,Tamil Nadu
612503,Thanjavur,Thanjavur,Tamil Nadu
614911,Thanjavur,Thanjavur,Tamil Nadu
620018,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
623313,Sivaganga,Sivaganga,Tamil Nadu
623408,Sivaganga,Sivaganga,Tamil Nadu
623719,Ramanathapuram,Ramanathapuram,Tamil Nadu
627762,Virudhunagar,Virudhunagar,Tamil Nadu
631301,Ammavarikuppam,Tiruvallur,Tamil Nadu
638057,Madurai,Madurai,Tamil Nadu
638302,Madurai,Madurai,Tamil Nadu
638328,Madurai,Madurai,Tamil Nadu
641062,Coimbatore,Coimbatore,Tamil Nadu
642007,Coimbatore,Coimbatore,Tamil Nadu
643223,Uthagamandalam,The Nilgiri,Tamil Nadu
643279,Uthagamandalam,The Nilgiri,Tamil Nadu
670593,Cannanore (Kannur),Kannur,Kerala
671128,Kasargode,Kasargode,Kerala
671315,Kanhangad,Kasargode,Kerala
671349,Kasargode,Kasargode,Kerala
673102,Kozhikode,Kozhikode,Kerala
673506,Kozhikode,Kozhikode,Kerala
673518,Kozhikode,Kozhikode,Kerala
682311,Ernakulam,Ernakulam,Kerala
686104,Kottayam,Kottayam,Kerala
691333,Kollam,Kollam,Kerala
700059,Kolkata,Calcutta,West Bengal
713429,Bardhaman,Bardhaman,West Bengal
721657,Medinipur,Midnapur,West Bengal
723155,Puruliya,Purulia,West Bengal
731133,Suri,Birbhum,West Bengal
731139,Suri,Birbhum,West Bengal
732128,English Bazar,Malda,West Bengal
733145,West Dinajpur,West Dinajpur,West Bengal
734426,Darjiling,Darjeeling,West Bengal
735140,Jalpaiguri,Jalpaiguri,West Bengal
742123,Berhampore,Murshidabad,West Bengal
754246,Cuttack,Cuttack,Orissa
757028,Baripara,Mayurbhanj,Orissa
758040,Kendujhar,Kendujhar,Orissa
761131,Chatrapur,Ganjam,Orissa
766114,Kalahandi,Kalahandi,Orissa
767028,Bolangir,Bolangir,Orissa
768227,Sambalpur,Sambalpur,Orissa
785604,Sibsagar,Sibsagar,Assam
801114,Patna,Patna,Bihar
804418,Afzalpur,Jahanabad,Bihar
824119,Palamu,Palamu,Jharkhand
828103,Dhanbad,Dhanbad,Jharkhand
848144,Samastipur,Samastipur,Bihar
852131,Supaul,Saharsa,Bihar
855107,Kishanganj,Kishanganj,Bihar
110036,New Delhi,North West,Delhi
126117,Jind,Jind,Haryana
143303,Bhikhiwind,Amritsar,Punjab
143515,Gurdaspur,Gurdaspur,Punjab
151106,Bhatinda,Bhatinda,Punjab
192230,Anantnag,Anantnag,Jammu & Kashmir
201007,Ghaziabad,Ghaziabad,Uttar Pradesh
221312,Varanasi,Varanasi,Uttar Pradesh
227105,Lucknow,Lucknow,Uttar Pradesh
227816,Sultanpur,Sultanpur,Uttar Pradesh
241124,Shahabad,Hardoi,Uttar Pradesh
242225,Shahjahanpur,Shahjahanpur,Uttar Pradesh
243641,Usehat,Badaun,Uttar Pradesh
246161,Nainidada,Pauri Garhwal,Uttaranchal
271317,Gonda,Gonda,Uttar Pradesh
301406,Alwar,Alwar,Rajasthan
303301,Jaipur,Jaipur,Rajasthan
303340,Jaipur,Jaipur,Rajasthan
312603,Chittorgarh,Chittorgarh,Rajasthan
313201,Udaipur,Udaipur,Rajasthan
332408,Sikar,Sikar,Rajasthan
341025,Nagaur,Nagaur,Rajasthan
341517,Nagaur,Nagaur,Rajasthan
370030,Bhuj,Kuchchh,Gujarat
382712,Boriavi,Mahesana,Gujarat
382862,Mahesana,Mahesana,Gujarat
385575,Navsari,Navsari,Gujarat
388122,Nadiad,Kheda,Gujarat
391530,Vadodara,Vadodara,Gujarat
393135,Bharuch,Bharuch,Gujarat
400036,Mumbai,Mumbai,Maharashtra
400043,Mumbai,Mumbai,Maharashtra
401503,Chinchani,Thane,Maharashtra
413519,Latur,Latur,Maharashtra
414002,Ahmednagar,Ahmednagar,Maharashtra
416320,Sangli,Sangli,Maharashtra
444806,Amraoti,Amraoti,Maharashtra
444901,Amraoti,Amraoti,Maharashtra
450006,Khandwa,East Nimar,Madhya Pradesh
471515,Laundi,West Nimar,Madhya Pradesh
475220,Bhitarwar,Gwalior,Madhya Pradesh
494449,Jagdalpur,Bastar,Chhattisgarh
495116,Bilaspur,Bilaspur,Chhattisgarh
495337,Kawardha,Kawardha,Chhattisgarh
502296,Medak,Medak,Andhra Pradesh
505331,Krishna,Krishna,Andhra Pradesh
505526,Karimnagar,Karimnagar,Andhra Pradesh
507114,Khammam,Khammam,Andhra Pradesh
516444,Cuddapah,Cuddapah,Andhra Pradesh
521261,Krishna,Krishna,Andhra Pradesh
523367,Prakasam,Prakasam,Andhra Pradesh
524124,Nellore,Nellore,Andhra Pradesh
532185,Srikakulam,Srikakulam,Andhra Pradesh
534108,West Godavari,West Godavari,Andhra Pradesh
561210,Chitapur,Kolar,Karnataka
562135,Vijayapura,Bangalore,Karnataka
563116,Bangarapet,Kolar,Karnataka
563130,Malur,Kolar,Karnataka
571272,Devanahalli,Koduru,Karnataka
571469,Belur,Mandya,Karnataka
574315,Mangalore,Dak. Kannada,Karnataka
