item_code,brand,size,actual_price,selling_price,name,category,product_publishing_date,display_type,screen_resolution,screen_size_diagonal,warranty,tv_operating_system
491431356,Sony,OS,59900.0,34990.0,Sony Bravia 108 cm (43 inch) Full HD LED Smart TV KLV-43W672G (Black),LED Televisions,2023-09-05 08:11:36,Full HD,1920 x 1080 - FHD,109.22 cm (43 inch),1 Year,Linux
491431375,Samsung,OS,59990.0,37990.0,Samsung 109.22 cms (43 Inch) Ultra HD (4K) Smart LED TV 43RU7100,LED Televisions,2023-01-19 17:24:32,Ultra HD (4K),3840 x 2160 - Ultra HD,109.22 cm (43 Inch),1 Year,Tizen
491431376,Samsung,OS,67900.0,39990.0,Samsung 109.22 cms (43 Inch) Ultra HD (4K) Smart LED TV 43RU7470,LED Televisions,2023-01-19 17:27:11,Ultra HD (4K),3840 x 2160 - Ultra HD,108 cm (43 inch),1 Year,Tizen
491431377,Samsung,OS,79900.0,49990.0,Samsung 124.46 cms (49 Inch) Ultra HD (4K) Smart LED TV 49RU7100,LED Televisions,2023-01-19 17:27:11,Ultra HD (4K),3840 x 2160 - Ultra HD,123 cm (49 inch),1 Year,Tizen
491431378,Samsung,OS,88900.0,49990.0,Samsung 127 cms (50 Inch) Ultra HD (4K) Smart LED TV 50RU7470,LED Televisions,2023-01-19 17:27:11,Ultra HD (4K),3840 x 2160 - Ultra HD,125 cm (50 inch),1 Year,Tizen
491431379,Samsung,OS,96900.0,57990.0,Samsung 139.7 cms (55 Inch) Ultra HD (4K) Smart LED TV 55RU7100,LED Televisions,2023-01-19 17:27:11,Ultra HD (4K),3840 x 2160 - Ultra HD,138 cm (55 inch),1 Year,Tizen
491431380,Samsung,OS,169900.0,89990.0,Samsung 165.1 cms (65 Inch) Ultra HD (4K) Smart LED TV 65RU7100,LED Televisions,2023-01-19 17:27:11,Ultra HD (4K),3840 x 2160 - Ultra HD,163 cm (65 inch),1 Year,Tizen
491431381,Samsung,OS,299900.0,144990.0,Samsung 190.5 cms (75 Inch) Ultra HD (4K) Smart LED TV 75RU7100,LED Televisions,2023-01-19 17:09:14,Ultra HD (4K),3840 x 2160 - Ultra HD,183 cm (75 inch),1 Year,Tizen
491431382,Samsung,OS,109900.0,67990.0,Samsung 139.7 cms (55 Inch) Ultra HD (4K) Smart LED TV 55RU7470,LED Televisions,2023-01-19 17:09:14,Ultra HD (4K),3840 x 2160 - Ultra HD,138 cm (55 inch),1 Year,Tizen
491431383,Samsung,OS,189900.0,119990.0,Samsung 165.1 cms (65 Inch) Ultra HD (4K) Smart LED TV 65RU7470,LED Televisions,2023-01-19 17:09:14,Ultra HD (4K),3840 x 2160 - Ultra HD,163 cm (65 inch),1 Year,Tizen
491431384,Samsung,OS,143990.0,84990.0,Samsung 139.7 cms (55 Inch) Ultra HD (4K) Smart QLED TV 55Q60R,LED Televisions,2023-01-19 17:33:00,Ultra HD (4K),3840 x 2160 - Ultra HD,138 cm (55 inch),1 Year,Tizen
491431385,Samsung,OS,169900.0,89990.0,Samsung 139.7 cms (55 Inch) Ultra HD (4K) Smart QLED TV 55Q70R,LED Televisions,2023-01-19 17:33:15,Ultra HD (4K),3840 x 2160 - Ultra HD,138 cm (55 inch),1 Year,Tizen
491431386,Samsung,OS,219900.0,164990.0,Samsung 165.1 cms (65 Inch) Ultra HD (4K) Smart QLED TV 65Q60R,LED Televisions,2023-01-19 17:33:17,Ultra HD (4K),3840 x 2160 - Ultra HD,163 cm (65 inch),1 Year,Tizen
491431387,Samsung,OS,279900.0,149990.0,Samsung 165.1 cms (65 Inch) Ultra HD (4K) Smart QLED TV 65Q70R,LED Televisions,2023-01-19 18:02:49,Ultra HD (4K),3840 x 2160 - Ultra HD,163 cm (65 inch),1 Year,Tizen
491431388,Sharp,OS,59990.0,22990.0,"Sharp 127 cm (50 inch) Full HD LED TV, Aquos 2T-C50AD2X",LED Televisions,2021-08-04 21:07:46,Full HD,1920 x 1080 - FHD,127 cm (50 inch),2 Years,
491431394,Samsung,OS,69900.0,36990.0,Samsung 109.22 cms (43 Inch) Ultra HD (4K) Smart LED TV 43NU7090,LED Televisions,2023-01-19 18:55:46,Ultra HD (4K),3840 x 2160 - Ultra HD,108 cm (43 inch),1 Year,Tizen
491431395,Samsung,OS,99900.0,48990.0,Samsung 127 cms (50 Inch) Ultra HD (4K) Smart LED TV 50NU7090,LED Televisions,2021-08-04 21:06:34,Ultra HD (4K),3840 x 2160 - Ultra HD,125 cm (50 inch),1 Year,Tizen
491431396,Samsung,OS,104900.0,54990.0,Samsung 139.7 cms (55 Inch) Ultra HD (4K) Smart LED TV 55NU7090,LED Televisions,2023-01-19 18:54:55,Ultra HD (4K),3840 x 2160 - Ultra HD,138 cm (55 inch),1 Year,Tizen
491431397,Samsung,OS,149900.0,99990.0,"Samsung 163 cm (65 inch) Ultra HD 4K LED Smart TV, Series 7 65NU7090",LED Televisions,2023-01-19 18:55:51,Ultra HD (4K),3840 x 2160 - Ultra HD,163 cm (65 inch),1 Year,
491431398,Samsung,OS,94900.0,60990.0,Samsung 109.22 cms (43 Inch) Ultra HD (4K) Smart QLED TV 43Q60R,LED Televisions,2021-08-04 21:05:48,Ultra HD (4K),3840 x 2160 - Ultra HD,108 cm (43 inch),1 Year,Tizen
491431399,Samsung,OS,101900.0,59990.0,Samsung 124.46 cms (49 Inch) Ultra HD (4K) Smart QLED TV 49Q60R,LED Televisions,2023-01-19 17:33:15,Ultra HD (4K),3840 x 2160 - Ultra HD,123 cm (49 inch),1 Year,Tizen
491431400,Samsung,OS,209900.0,114990.0,Samsung 139.7 cms (55 Inch) Ultra HD (4K) Smart QLED TV 55Q80R,LED Televisions,2021-08-04 21:05:06,Ultra HD (4K),3840 x 2160 - Ultra HD,138 cm (55 inch),1 Year,Tizen
491431401,Samsung,OS,309900.0,199990.0,Samsung 165.1 cms (65 Inch) Ultra HD (4K) Smart QLED TV 65Q80R,LED Televisions,2021-08-04 21:04:55,Ultra HD (4K),3840 x 2160 - Ultra HD,163 cm (65 inch),1 Year,Tizen
491431402,Samsung,OS,399900.0,274990.0,Samsung 165.1 cms (65 Inch) Ultra HD (4K) Smart QLED TV 65Q90R,LED Televisions,2021-08-04 21:04:56,Ultra HD (4K),3840 x 2160 - Ultra HD,163 cm (65 inch),1 Year,Tizen
491431403,Samsung,OS,749900.0,559990.0,Samsung 208.28 cms (82 Inch) Ultra HD (4K) Smart QLED TV 82Q60R,LED Televisions,2021-08-04 21:04:55,Ultra HD (4K),3840 x 2160 - Ultra HD,208 cm (82 inch),1 Year,Tizen
491431416,Samsung,OS,499900.0,364990.0,Samsung 190.5 cms (75 Inch) Ultra HD (4K) Smart QLED TV 75Q60R,LED Televisions,2021-08-04 21:05:05,Ultra HD (4K),3840 x 2160 - Ultra HD,183 cm (75 inch),1 Year,Tizen
491431421,Reconnect,OS,12990.0,6990.0,"Reconnect 60.96 cm (24 inch) HD LED TV, 24H2490",LED Televisions,2023-01-19 17:59:59,HD Ready,1366 x 768,60.96 cm (24 inch),2 Years,
491431434,Sony,OS,74900.0,49990.0,Sony Bravia 108 cm (43 inch) 4K Ultra HD Smart Certified Android LED TV KD-43X8000G (Black),LED Televisions,2023-01-19 17:09:14,Ultra HD (4K),3840 x 2160 - Ultra HD,108 cm (43 inch),1 Year,Android TV
491431435,Sony,OS,549900.0,269990.0,SONY 189.3 cms (75 Inch) Ultra HD (4K) Android Smart LED TV KD-75X9500G,LED Televisions,2023-01-19 17:26:15,Ultra HD (4K),3840 x 2160 - Ultra HD,189.3 cm (75 inch),1 Year,Android TV
491431436,Samsung,OS,649900.0,299990.0,Samsung 190.5 cms (75 Inch) Ultra HD (4K) Smart QLED TV 75Q80R,LED Televisions,2021-08-04 21:04:29,Ultra HD (4K),3840 x 2160 - Ultra HD,183 cm (75 inch),1 Year,Tizen
491431439,Sony,OS,379900.0,179990.0,Sony Bravia 189 cm (75 inch) 4K Ultra HD Smart Certified Android LED TV KD-75X8000G (Black),LED Televisions,2023-01-19 17:42:41,Ultra HD (4K),3840 x 2160 - Ultra HD,189.3 cm (75 inch),1 Year,Android TV
491431468,Sony,OS,19990.0,19990.0,Sony Bravia 80 cm (32 inch) HD Ready LED TV KLV-32R202G (Dark Brown),LED Televisions,2023-01-19 17:19:22,HD Ready,1366 x 768 -HD,80 cm (32 inch),1 Year,
491431517,Sony,OS,199900.0,94990.0,Sony Bravia 163.9 cm (65 inch) 4K Ultra HD Smart Certified Android LED TV KD-65X8000G (Black),LED Televisions,2023-01-19 18:02:16,Ultra HD (4K),3840 x 2160 - Ultra HD,163.9 cm (65 inch),1 Year,Android TV
491431518,Sony,OS,94900.0,59990.0,Sony Bravia 123 cm (49 inch) 4K Ultra HD Smart Certified Android LED TV KD-49X8000G (Black),LED Televisions,2023-01-19 18:02:08,Ultra HD (4K),3840 x 2160 - Ultra HD,123.2 cm (49 inch),1 Year,Android TV
491431519,Sony,OS,199900.0,119990.0,Sony Bravia 138.8 cm (55 inch) 4K Ultra HD Certified Android Smart LED TV KD-55X9500G (Black),LED Televisions,2023-01-19 18:02:49,Ultra HD (4K),3840 x 2160 - Ultra HD,139 cm (55 inch),1 Year,Android TV
491431542,TCL,OS,74990.0,37990.0,TCL 139.7 cms (55 Inch) Ultra HD (4K) Android TV Smart LED TV 55P8,LED Televisions,2023-01-19 17:58:07,Ultra HD (4K),,140 cm (55 inch),3 Years,
491431543,TCL,OS,129990.0,52990.0,TCL 165.1 cms (65 Inch) Ultra HD (4K) Android TV Smart LED TV 65P8E,LED Televisions,2023-01-19 19:19:34,Ultra HD (4K),,165.1 cm (65 inch),3 Years,
491431574,LG,OS,899990.0,799990.0,"LG 218.44 cm (86 inch) Ultra HD (Nanocell) 4K LED Smart TV, 86SM9400PTA",LED Televisions,2023-01-19 17:08:58,Ultra HD (4K),3840 x 2160 - Ultra HD,218.44 cm (86 inch),1 Year,webOS
491431575,LG,OS,1099990.0,649990.0,LG 195.58 cms (77 Inch) Ultra HD (4K) Smart OLED TV OLED77C9,LED Televisions,2023-01-19 17:19:23,Ultra HD (4K),3840 x 2160 - Ultra HD,195.58 cm (77 inch),3 Years,webOS
491431576,LG,OS,459990.0,249990.0,LG 190.5 cms (75 Inch) Ultra HD (4K) Smart LED TV 75SM9400,LED Televisions,2023-01-19 17:19:22,Ultra HD (4K),3840 x 2160 - Ultra HD,190 cm (75 inch),1 Year,webOS
491431577,LG,OS,269990.0,139990.0,LG 190.5 cms (75 Inch) Ultra HD (4K) Smart LED TV 75UM7600,LED Televisions,2022-06-03 05:41:28,Ultra HD (4K),3840 x 2160 - Ultra HD,190.5 cm (75 inch),1 Year,webOS
491431578,LG,OS,499990.0,449990.0,"LG 165.1 cm (65 inch) Ultra HD 4K OLED Smart TV, OLED65E9PTA",LED Televisions,2023-01-19 20:19:23,Ultra HD (4K),3840 x 2160 - Ultra HD,165.1 cm (65 inch),1 Year,webOS
491431579,LG,OS,364990.0,179990.0,LG 165.1 cms (65 Inch) Ultra HD (4K) Smart OLED TV OLED65C9,LED Televisions,2023-01-19 18:23:10,Ultra HD (4K),3840 x 2160 - Ultra HD,164 cm (65 inch),1 Year,webOS
491431580,LG,OS,344990.0,210990.0,LG 165.1 cms (65 Inch) Ultra HD (4K) Smart OLED TV OLED65B9,LED Televisions,2023-01-19 18:15:55,Ultra HD (4K),3840 x 2160 - Ultra HD,164 cm (65 inch),1 Year,webOS
491431581,LG,OS,254990.0,184990.0,"LG 165.1 cm (65 inch) Ultra HD (Nanocell) 4K LED Smart TV, 65SM9000PTA",LED Televisions,2023-01-19 17:19:23,Ultra HD (4K),3840 x 2160 - Ultra HD,165.1 cm (65 inch),1 Year,webOS
491431582,LG,OS,219990.0,199990.0,"LG 164 cm (65 inch) Ultra HD (4K) Smart TV, 65SM8600PTA",LED Televisions,2023-01-19 22:37:36,Ultra HD (4K),3840 x 2160 - Ultra HD,164 cm (65 inch),1 Year,webOS
491431583,LG,OS,160990.0,98990.0,LG 165.1 cms (65 Inch) Ultra HD (4K) Smart LED TV 65SM8100,LED Televisions,2023-01-19 18:44:49,Ultra HD (4K),3840 x 2160 - Ultra HD,165.1 cm (65 inch),1 Year,webOS
491431584,LG,OS,131990.0,84990.0,LG 165.1 cms (65 Inch) Ultra HD (4K) Smart LED TV 65UM7300,LED Televisions,2023-01-19 17:19:22,Ultra HD (4K),3840 x 2160 - Ultra HD,165.1 cm (65 inch),1 Year,webOS
491431585,LG,OS,229990.0,119990.0,LG 139.7 cms (55 Inch) Ultra HD (4K) Smart OLED TV OLED55C9,LED Televisions,2023-01-19 17:53:54,Ultra HD (4K),3840 x 2160 - Ultra HD,138 cm (55 inch),1 Year,webOS
491431586,LG,OS,204990.0,99990.0,LG 139.7 cms (55 Inch) Ultra HD (4K) Smart OLED TV OLED55B9,LED Televisions,2023-01-19 19:50:25,Ultra HD (4K),3840 x 2160 - Ultra HD,138 cm (55 inch),1 Year,webOS
491431587,LG,OS,166990.0,124990.0,"LG 139.7 cm (55 inch) Ultra HD (Nanocell) 4K LED Smart TV, 55SM9000PTA",LED Televisions,2023-01-26 13:28:00,Ultra HD (4K),3840 x 2160 - Ultra HD,139.7 cm (55 inch),1 Year,webOS
491431588,LG,OS,139990.0,69990.0,LG 139.7 cms (55 Inch) Ultra HD (4K) Smart LED TV 55SM8600,LED Televisions,2022-06-02 17:39:25,Ultra HD (4K),3840 x 2160 - Ultra HD,139 cm (55 inch),1 Year,webOS
491431589,LG,OS,102990.0,54990.0,LG 139.7 cms (55 Inch) Ultra HD (4K) Smart LED TV 55SM8100,LED Televisions,2023-08-03 03:48:55,Ultra HD (4K),3840 x 2160 - Ultra HD,139.7 cm (55 inch),1 Year,webOS
491431590,LG,OS,101990.0,90990.0,"LG 139 cm (55 inch) Ultra HD (4K) Smart TV, 55UM7600PTA",LED Televisions,2023-01-19 22:17:09,Ultra HD (4K),3840 x 2160 - Ultra HD,139 cm (55 inch),1 Year,webOS
491431591,LG,OS,86990.0,54990.0,LG 139.7 cms (55 Inch) Ultra HD (4K) Smart LED TV 55UM7300,LED Televisions,2023-01-19 18:02:04,Ultra HD (4K),3840 x 2160 - Ultra HD,139.7 cm (55 inch),1 Year,webOS
491431592,LG,OS,70990.0,49990.0,LG 127 cms (50 Inch) Ultra HD (4K) Smart LED TV 50UM7300,LED Televisions,2023-01-19 17:33:00,Ultra HD (4K),3840 x 2160 - Ultra HD,127 cm (50 inch),1 Year,webOS
491431593,LG,OS,87990.0,79990.0,"LG 127 cm (50 inch) Ultra HD (4K) Smart TV, 50UM7700PTA",LED Televisions,2023-01-19 19:50:25,Ultra HD (4K),3840 x 2160 - Ultra HD,127 cm (50 inch),1 Year,webOS
491431594,LG,OS,86990.0,57990.0,LG 124.46 cms (49 Inch) Ultra HD (4K) Smart LED TV 49SM8100,LED Televisions,2023-01-19 17:19:23,Ultra HD (4K),3840 x 2160 - Ultra HD,124.46 (49 inch),1 Year,webOS
491431595,LG,OS,70990.0,48990.0,LG 124.46 cms (49 Inch) Ultra HD (4K) Smart LED TV 49UM7300,LED Televisions,2022-06-03 03:42:24,Ultra HD (4K),3840 x 2160 - Ultra HD,124.46 cm (49 inch),1 Year,webOS
491431596,LG,OS,58990.0,34990.0,LG 109.22 cms (43 Inch) Ultra HD (4K) Smart LED TV 43UM7780,LED Televisions,2024-04-24 05:34:59,Ultra HD (4K),3840 x 2160 - Ultra HD,108 cm - 43 inch,1 Year,webOS
491431597,LG,OS,56490.0,39990.0,LG 109.22 cms (43 Inch) Ultra HD (4K) Smart LED TV 43UM7600,LED Televisions,2022-06-03 03:47:15,Ultra HD (4K),3840 x 2160 - Ultra HD,108 cm (43 inch),1 Year,webOS
491431598,LG,OS,55990.0,37990.0,LG 109.22 cms (43 Inch) Ultra HD (4K) Smart LED TV 43UM7300,LED Televisions,2023-01-19 17:32:39,Ultra HD (4K),3840 x 2160 - Ultra HD,109.22 cm (43 inch),1 Year,webOS
491431599,LG,OS,51990.0,27990.0,LG 109.22 cms (43 Inch) Full HD Smart LED TV 43LM6360,LED Televisions,2024-07-08 18:18:08,Full HD,1920 x 1080 - FHD,109.22 cm - 43 inch,1 Year,webOS
491431600,LG,OS,29990.0,17990.0,"LG 81.28 cm (32 inch) HD Smart TV, 32LM636BPTB",LED Televisions,2023-09-05 08:24:26,HD,1366 x 768 -HD,81.28 cm (32 inch),1 Year,webOS
491431603,Samsung,OS,1099900.0,549990.0,Samsung 190.5 cms (75 Inch) 8K Smart QLED TV 75Q900R,LED Televisions,2021-08-04 21:18:34,Ultra HD (8K),,183 cm (75 inch),1 Year,Tizen
491431604,Samsung,OS,44900.0,28990.0,"Samsung 108 cm (43 inch) Full HD LED TV, Series 5 43N5010",LED Televisions,2023-01-19 17:19:15,Full HD,1920 x 1080 - FHD,108 cm (43 inch),1 Year,
491431607,Sony,OS,109900.0,59990.0,Sony Bravia 138.8 cm (55 inch) 4K Ultra HD Smart LED TV KD-55X7002G (Black),LED Televisions,2023-01-19 18:02:08,Ultra HD (4K),3840 x 2160 - Ultra HD,138.8 cm (55 inch),1 Year,Linux
491431608,Sony,OS,66900.0,42990.0,Sony Bravia 108 cm (43 inch) 4K Ultra HD Smart LED TV KD-43X7002G (Black),LED Televisions,2023-01-19 18:02:08,Ultra HD (4K),3840 x 2160 - Ultra HD,108 cm (43 inch),1 Year,Linux
491431609,Sony,OS,1099900.0,699990.0,SONY 214.8 cms (85 Inch) Ultra HD (4K) Android Smart LED TV KD-85X9500G,LED Televisions,2023-08-03 03:52:50,Ultra HD (4K),3840 x 2160 - Ultra HD,214.8 cm (85 inch),1 Year,Android TV
491431635,TCL,OS,52990.0,23990.0,TCL 109.22 cms (43 Inch) Ultra HD (4K) Android TV Smart LED TV 43P8B,LED Televisions,2023-08-03 04:40:16,Ultra HD (4K),,109.22 cm (43 inch),3 Years,
491431636,TCL,OS,82990.0,34990.0,TCL 139.7 cms (55 Inch) Ultra HD (4K) Android TV Smart LED TV 55P8E,LED Televisions,2023-08-03 04:26:11,Ultra HD (4K),,140 cm (55 inch),3 Years,
491431654,Reconnect,OS,22900.0,8990.0,"Reconnect 81.28 cm (32 inch) HD LED TV, 32H3290",LED Televisions,2023-01-19 18:25:36,HD Ready,1366 x 768,81.28 cm (32 inch),2 Years,
491431657,Sony,OS,249900.0,169990.0,Sony Bravia 139 cm (55 inch) 4K Ultra HD Certified Android Smart OLED TV KD-55A8G (Black),LED Televisions,2023-01-19 18:02:08,Ultra HD (4K),3840 x 2160 - Ultra HD,138.8 cm (55 inch),1 Year,Android TV
491431658,Sony,OS,369900.0,209990.0,Sony Bravia 164 cm (65 inch) 4K Ultra HD Certified Android Smart OLED TV KD-65A8G (Black),LED Televisions,2023-01-19 18:02:08,Ultra HD (4K),3840 x 2160 - Ultra HD,163.9 cm (65 inch),1 Year,Android TV
491431659,Sony,OS,124900.0,69990.0,Sony Bravia 138.8 cm (55 inch) 4K Ultra HD Smart Certified Android LED TV KD-55X8000G (Black),LED Televisions,2023-01-19 17:53:06,Ultra HD (4K),3840 x 2160 - Ultra HD,138.8 cm (55 inch),1 Year,Android TV
491431660,Sony,OS,64900.0,51399.0,Sony Bravia 125.7 cm (50 inch) Full HD LED Smart TV KLV-50W672G (Black),LED Televisions,2023-09-05 08:24:27,Full HD,1920 x 1080 - FHD,127 cm (50 inch),1 Year,Linux
491503527,TCL,OS,39990.0,16990.0,TCL 101.6 cms (40 Inch) Full HD Android TV Smart LED TV 40S6500,LED Televisions,2023-01-19 19:22:27,Full HD,,100.3 cm (40 inch),3 Years,
491581606,Samsung,OS,499900.0,249990.0,Samsung 165.1 cms (65 Inch) 8K Smart QLED TV 65Q900R,LED Televisions,2023-01-19 17:32:51,Ultra HD (8K),,163 cm (65 inch),1 Year,Tizen
491584473,Sony,OS,84900.0,54990.0,SONY 123.2 cms (49 Inch) Ultra HD (4K) Smart LED TV KD-49X7002G,LED Televisions,2023-01-19 18:16:17,Ultra HD (4K),3840 x 2160 - Ultra HD,123.2 cm (49 inch),1 Year,Linux
491598591,Sony,OS,299900.0,179990.0,Sony Bravia 139 cm (55 inch) 4K Ultra HD Certified Android Smart OLED TV KD-55A9G (Black),LED Televisions,2023-01-19 18:16:08,Ultra HD (4K),3840 x 2160 - Ultra HD,138.8 cm (55 inch),1 Year,Android TV
491598592,Sony,OS,419900.0,259990.0,Sony Bravia 164 cm (65 inch) 4K Ultra HD Certified Android Smart OLED TV KD-65A9G (Black),LED Televisions,2023-01-19 18:16:08,Ultra HD (4K),3840 x 2160 - Ultra HD,163.9 cm (65 inch),1 Year,Android TV
491598616,Samsung,OS,116900.0,59990.0,Samsung 139.7 cms (55 Inch) Ultra HD (4K) Smart LED TV 55RU8000,LED Televisions,2023-01-19 17:23:11,Ultra HD (4K),3840 x 2160 - Ultra HD,139.7 cm (55 inch),1 Year,Tizen
491598618,Samsung,OS,28900.0,20400.0,"Samsung 80 cm (32 inch) HD LED Smart TV, 4 Series 32N4310",LED Televisions,2023-01-19 18:16:17,HD,1366 x 768,80 cm (32 inch),1 Year,
491598619,TCL,OS,64990.0,32990.0,TCL 127 cms (50 Inch) Ultra HD (4K) Android TV Smart LED TV 50P8E,LED Televisions,2023-01-19 18:16:17,Ultra HD (4K),,125.64 cm (50 inch),3 Years,
491598625,Panasonic,OS,22400.0,16990.0,"Panasonic 80 cm (32 inch) HD LED Smart TV, GS490 Series TH-32GS490DX",LED Televisions,2023-01-19 17:54:00,HD,,80 cm (32 inch),1 Year,
491598626,Panasonic,OS,22400.0,15990.0,"Panasonic 80 cm (32 inch) HD LED Smart TV, GS500 Series TH-32GS500DX",LED Televisions,2023-01-19 17:54:00,HD,,80 cm (32 inch),1 Year,
491598628,Panasonic,OS,37900.0,29990.0,"Panasonic 108 cm (43 inch) Full HD LED Smart TV, GS490 Series TH-43GS490DX",LED Televisions,2023-01-19 17:54:00,Full HD,,108 cm (43 inch),1 Year,
491600379,Panasonic,OS,39900.0,36990.0,"Panasonic 108 cm (43 inch) Full HD LED Smart TV, GS500 Series TH-43GS500DX",LED Televisions,2023-01-19 21:54:57,Full HD,,108 cm (43 inch),1 Year,
491600380,Panasonic,OS,48490.0,32990.0,"Panasonic 108 cm (43 inch) Ultra HD 4K LED Smart TV, GX500 Series TH-43GX500DX",LED Televisions,2023-01-19 17:54:03,Ultra HD (4K),,108 cm (43 inch),1 Year,
491600381,Panasonic,OS,50400.0,42990.0,"Panasonic 108 cm (43 inch) Ultra HD 4K LED Smart TV, TH-43GX600D",LED Televisions,2023-01-19 18:16:17,Ultra HD (4K),3840 x 2160 - Ultra HD,108 cm (43 inch),1 Year,
491600382,Panasonic,OS,56900.0,46990.0,"Panasonic 108 cm (43 inch) Ultra HD 4K LED Smart TV, GX750 Series TH-43GX750D",LED Televisions,2023-01-19 17:54:03,Ultra HD (4K),3840 x 2160 - Ultra HD,108 cm (43 inch),1 Year,
491600383,Panasonic,OS,62900.0,44990.0,"Panasonic 123 cm (49 inch) Ultra HD 4K LED Smart TV, GX500 Series TH-49GX500DX",LED Televisions,2023-01-19 17:54:00,Ultra HD (4K),,123 cm (49 inch),1 Year,
491600384,Panasonic,OS,66900.0,58990.0,"Panasonic 123 cm (49 inch) Ultra HD 4K LED Smart TV, TH-49GX600D",LED Televisions,2023-01-19 18:16:17,Ultra HD (4K),3840 x 2160 - Ultra HD,123 cm (49 inch),1 Year,
491600385,Panasonic,OS,75900.0,68990.0,"Panasonic 123 cm (49 inch) Ultra HD 4K LED Smart TV, GX750 Series TH-49GX750D",LED Televisions,2023-01-19 17:54:03,Ultra HD (4K),3840 x 2160 - Ultra HD,123 cm (49 inch),1 Year,
491600386,Panasonic,OS,82400.0,69990.0,"Panasonic 140 cm (55 inch) Ultra HD 4K LED Smart TV, TH-55GX600D",LED Televisions,2023-01-19 20:20:50,Ultra HD (4K),3840 x 2160 - Ultra HD,140 cm (55 inch),1 Year,
491600387,Panasonic,OS,86990.0,54990.0,"Panasonic 139 cm (55 inch) Ultra HD 4K LED Smart TV, GX750 Series TH-55GX750D",LED Televisions,2023-01-19 17:54:03,Ultra HD (4K),3840 x 2160 - Ultra HD,139 cm (55 inch),1 Year,
491600389,Panasonic,OS,153900.0,69990.0,"Panasonic 164 cm (65 inch) Ultra HD 4K LED Smart TV, GX750 Series TH-65GX750D",LED Televisions,2023-01-19 17:20:47,Ultra HD (4K),3840 x 2160 - Ultra HD,164 cm (65 inch),1 Year,
491600391,Panasonic,OS,69990.0,44990.0,"Panasonic 139 cm (55 inch) Ultra HD 4K LED Smart TV, GX500 Series TH-55GX500DX",LED Televisions,2023-01-19 17:54:03,Ultra HD (4K),,139 cm (55 inch),1 Year,
491600392,Panasonic,OS,116990.0,109990.0,"Panasonic 164 cm (65 inch) Ultra HD 4K LED Smart TV, GX500 Series TH-65GX500DX",LED Televisions,2023-01-19 21:54:57,Ultra HD (4K),,164 cm (65 inch),1 Year,
491600393,Panasonic,OS,138400.0,114990.0,"Panasonic 164 cm (65 inch) Ultra HD 4K LED Smart TV, TH-65GX600D",LED Televisions,2023-01-19 20:19:07,Ultra HD (4K),3840 x 2160 - Ultra HD,164 cm (65 inch),1 Year,
491600394,TCL,OS,499990.0,199990.0,TCL 215.9 cms (85 Inch) Ultra HD (4K) Android TV Smart LED TV 85P8M,LED Televisions,2024-05-01 09:06:54,Ultra HD (4K),3840 x 2160 - Ultra HD,215.9 cm - 85 inch,3 Years,
491600423,Sony,OS,159900.0,79990.0,Sony Bravia 138 cm (55 inch) 4K Ultra HD Certified Android Smart LED TV KD-55X8500G (Black),LED Televisions,2023-01-19 17:37:24,Ultra HD (4K),3840 x 2160 - Ultra HD,138.8 cm (55 inch),1 Year,Android TV
491600424,Sony,OS,269900.0,149990.0,Sony Bravia 163 cm (65 inch) 4K Ultra HD Certified Android LED TV KD-65X9500G (Black),LED Televisions,2023-01-19 17:33:37,Ultra HD (4K),3840 x 2160 - Ultra HD,163 cm (65 inch),1 Year,Android TV
491600425,Sony,OS,69900.0,59990.0,Sony Bravia 123 cm (49 inch) Full HD Certified Android Smart LED TV KDL-49W800G (Black),LED Televisions,2023-01-19 18:03:03,Full HD,1920 x 1080 - FHD,123.2 cm (49 inch),1 Year,Android TV
491600447,Sharp,OS,20990.0,11990.0,"Sharp 81.28 cm (32 inch) HD Ready LED TV, C32BC3IN",LED Televisions,2023-08-03 04:38:19,HD Ready,1366 x 768 -HD,81.28 cm (32 inch),2 Years,
491600448,Sharp,OS,32990.0,15990.0,"Sharp 100 cm (40 inch) Full HD LED TV, C40BC3IN",LED Televisions,2023-08-03 04:38:19,Full HD,,100 cm (40 inch),2 Years,
491600449,Sharp,OS,12990.0,7990.0,"Sharp 61 cm (24 inch) HD LED TV, C24BC2IN",LED Televisions,2023-08-03 04:38:19,,1366 x 768,61 cm (24 inch),2 Years,
491600484,Samsung,OS,46990.0,39990.0,"Samsung 109.22 cm (43 inch) Full HD LED Smart TV, Series 5 43R5570AU",LED Televisions,2023-01-19 18:02:36,Full HD,1920 x 1080 - FHD,109.22 cm (43 inch),1 Year,
491600485,Samsung,OS,199900.0,99990.0,Samsung 165.1 cms (65 Inch) Ultra HD (4K) Smart LED TV 65RU8000,LED Televisions,2023-01-19 17:37:24,Ultra HD (4K),3840 x 2160 - Ultra HD,165.1 cm (65 inch),1 Year,Tizen
491600486,Samsung,OS,27900.0,17990.0,Samsung 81.28 cms (32 Inch) HD Ready Smart LED TV 32R4500,LED Televisions,2023-01-19 17:37:22,HD Ready,1366 x 768 -HD,81.28 cm (32 inch),1 Year,Tizen
